G.U.N.T. Geraetebau GmbH
ET850

1/24/2018 NKD 

Time	T1 (°C)	T2 (°C)	T3 (°C)	T4 (°C)	T5 (°C)	T6 (°C)	F1 (l/h)	F2 (l/h)	F3 (l/min)	p1 (bar)	p2 (bar)	P (W)
1/24/2018 4:14:44 PM.88	59	14	29	40	135	135	7.18	194	5.3	2.94	0.495	0
1/24/2018 4:14:44 PM.38	59	14	30	40	135	135	7.22	193	5.4	2.95	0.495	0
1/24/2018 4:14:43 PM.88	59	14	30	40	135	135	7.18	193	5.4	2.96	0.495	0
1/24/2018 4:14:43 PM.38	59	14	29	40	135	135	7.28	197	5.4	2.95	0.497	0
1/24/2018 4:14:42 PM.88	59	14	29	40	134	135	7.15	195	5.4	2.95	0.495	0
1/24/2018 4:14:42 PM.38	59	13	29	40	135	135	7.12	198	5.4	2.95	0.495	0
1/24/2018 4:14:41 PM.88	59	14	29	40	135	135	7.12	195	5.4	2.95	0.496	0
1/24/2018 4:14:41 PM.38	59	14	29	40	135	135	7.21	196	5.4	2.95	0.495	0
1/24/2018 4:14:40 PM.88	59	14	29	40	135	135	7.10	194	5.4	2.95	0.495	0
1/24/2018 4:14:40 PM.38	59	14	29	40	135	135	7.12	198	5.4	2.95	0.495	0
1/24/2018 4:14:39 PM.88	59	14	29	40	135	135	7.27	203	5.4	2.95	0.496	1
1/24/2018 4:14:39 PM.38	59	14	30	40	134	135	7.16	200	5.4	2.95	0.496	0
1/24/2018 4:14:38 PM.88	59	14	30	40	135	135	7.31	196	5.3	2.97	0.498	0
1/24/2018 4:14:38 PM.38	59	14	30	40	135	135	7.16	192	5.4	2.95	0.495	0
1/24/2018 4:14:37 PM.88	59	14	30	40	134	135	7.18	192	5.4	2.96	0.495	0
1/24/2018 4:14:37 PM.38	59	14	30	40	135	135	7.08	193	5.3	2.96	0.495	0
1/24/2018 4:14:36 PM.88	59	14	30	40	135	135	7.37	196	5.3	2.97	0.494	0
1/24/2018 4:14:36 PM.38	59	14	30	40	135	135	7.25	195	5.3	2.95	0.495	0
1/24/2018 4:14:35 PM.88	59	14	30	40	135	135	7.22	193	5.3	2.95	0.493	0
1/24/2018 4:14:35 PM.38	59	14	30	40	135	135	7.18	193	5.3	2.95	0.495	0
1/24/2018 4:14:34 PM.88	59	14	30	40	135	135	6.97	195	5.4	2.95	0.493	0
1/24/2018 4:14:34 PM.38	59	14	30	40	134	135	7.24	190	5.3	2.95	0.495	0
1/24/2018 4:14:33 PM.88	59	14	30	40	135	135	7.15	191	5.3	2.96	0.495	0
1/24/2018 4:14:33 PM.38	59	14	30	40	135	135	7.19	191	5.4	2.95	0.495	0
1/24/2018 4:14:32 PM.88	59	14	29	40	135	135	7.16	193	5.3	2.95	0.492	0
1/24/2018 4:14:32 PM.38	59	14	30	40	135	135	7.25	192	5.3	2.95	0.492	0
1/24/2018 4:14:31 PM.88	59	14	30	40	135	135	7.18	193	5.3	2.96	0.494	0
1/24/2018 4:14:31 PM.38	59	13	30	40	135	135	7.15	193	5.3	2.95	0.492	0
1/24/2018 4:14:30 PM.88	60	14	30	40	135	135	7.09	194	5.3	2.95	0.495	0
1/24/2018 4:14:30 PM.38	59	14	30	40	135	135	7.24	198	5.3	2.94	0.495	1
1/24/2018 4:14:29 PM.88	59	14	29	40	135	135	7.12	198	5.4	2.95	0.494	0
1/24/2018 4:14:29 PM.38	60	14	29	40	134	135	7.21	199	5.3	2.95	0.496	0
1/24/2018 4:14:28 PM.88	59	14	29	40	135	135	7.18	198	5.4	2.95	0.495	0
1/24/2018 4:14:28 PM.38	59	14	29	40	135	135	7.18	198	5.3	2.95	0.495	0
1/24/2018 4:14:27 PM.88	59	13	29	40	135	135	7.19	198	5.3	2.96	0.498	0
1/24/2018 4:14:27 PM.38	59	13	29	40	134	135	7.25	198	5.3	2.94	0.496	0
1/24/2018 4:14:26 PM.88	59	14	29	40	135	135	7.21	198	5.3	2.95	0.497	0
1/24/2018 4:14:26 PM.38	59	13	30	40	135	135	7.34	194	5.3	2.95	0.497	0
1/24/2018 4:14:25 PM.88	59	14	29	40	135	135	7.12	193	5.3	2.96	0.498	0
1/24/2018 4:14:25 PM.38	59	14	29	40	135	135	7.18	195	5.3	2.96	0.498	0
1/24/2018 4:14:24 PM.88	59	13	29	40	135	135	7.05	193	5.3	2.96	0.498	0
1/24/2018 4:14:24 PM.38	59	13	29	40	135	135	7.13	191	5.3	2.96	0.498	0
1/24/2018 4:14:23 PM.88	59	13	29	40	135	135	7.22	193	5.3	2.96	0.497	0
1/24/2018 4:14:23 PM.38	59	14	29	40	135	135	7.21	192	5.3	2.95	0.495	0
1/24/2018 4:14:22 PM.88	59	14	30	40	135	135	7.15	195	5.4	2.96	0.495	0
1/24/2018 4:14:22 PM.38	59	14	29	40	134	135	7.22	200	5.4	2.95	0.495	0
1/24/2018 4:14:21 PM.88	59	14	29	40	135	135	7.13	197	5.3	2.95	0.495	0
1/24/2018 4:14:21 PM.38	59	14	29	40	135	135	7.15	198	5.3	2.96	0.495	1
1/24/2018 4:14:20 PM.88	59	13	30	40	135	135	7.18	197	5.4	2.95	0.498	0
1/24/2018 4:14:20 PM.38	59	14	29	40	135	135	7.21	195	5.3	2.95	0.495	0
1/24/2018 4:14:19 PM.88	59	14	29	40	135	135	7.31	195	5.3	2.95	0.495	0
1/24/2018 4:14:19 PM.38	59	14	30	40	134	135	7.05	198	5.3	2.95	0.495	0
1/24/2018 4:14:18 PM.88	59	14	29	40	135	135	7.21	195	5.3	2.95	0.495	0
1/24/2018 4:14:18 PM.38	59	14	29	40	135	135	7.16	197	5.3	2.95	0.494	0
1/24/2018 4:14:17 PM.88	59	14	29	40	135	135	7.32	197	5.3	2.95	0.495	0
1/24/2018 4:14:17 PM.38	59	14	29	40	135	135	7.27	195	5.3	2.95	0.495	1
1/24/2018 4:14:16 PM.88	59	13	30	40	134	135	7.31	193	5.3	2.94	0.495	0
1/24/2018 4:14:16 PM.38	59	14	29	40	135	135	7.27	195	5.3	2.95	0.492	0
1/24/2018 4:14:15 PM.88	59	14	29	40	135	135	7.29	197	5.3	2.94	0.493	0
1/24/2018 4:14:15 PM.38	59	14	30	40	135	135	7.29	196	5.4	2.94	0.492	0
1/24/2018 4:14:14 PM.88	59	14	29	40	135	135	7.27	194	5.3	2.95	0.492	0
1/24/2018 4:14:14 PM.38	59	13	29	40	135	135	7.24	194	5.4	2.95	0.491	0
1/24/2018 4:14:13 PM.88	59	14	30	40	135	135	7.27	195	5.4	2.95	0.495	0
1/24/2018 4:14:13 PM.38	59	13	30	40	135	135	7.28	201	5.4	2.95	0.495	0
1/24/2018 4:14:12 PM.88	59	14	30	40	135	135	7.27	199	5.3	2.95	0.495	0
1/24/2018 4:14:12 PM.38	59	14	30	40	135	135	7.27	198	5.4	2.95	0.495	1
1/24/2018 4:14:11 PM.88	59	14	30	40	135	135	7.24	198	5.3	2.95	0.495	0
1/24/2018 4:14:11 PM.38	59	14	30	40	135	135	7.32	200	5.4	2.95	0.495	0
1/24/2018 4:14:10 PM.88	59	13	30	40	135	135	7.25	193	5.4	2.97	0.495	0
1/24/2018 4:14:10 PM.38	59	14	30	40	135	135	7.24	192	5.3	2.96	0.495	0
1/24/2018 4:14:09 PM.88	59	13	30	40	135	135	7.31	192	5.4	2.95	0.495	0
1/24/2018 4:14:09 PM.38	59	14	30	40	135	135	7.24	192	5.4	2.97	0.497	1
1/24/2018 4:14:08 PM.88	59	14	30	40	135	135	7.27	189	5.3	2.95	0.495	0
1/24/2018 4:14:08 PM.38	59	14	29	40	135	135	7.24	191	5.4	2.95	0.495	0
1/24/2018 4:14:07 PM.88	59	14	29	40	135	135	7.15	196	5.3	2.95	0.497	0
1/24/2018 4:14:07 PM.38	59	14	30	40	135	135	7.24	192	5.4	2.95	0.496	0
1/24/2018 4:14:06 PM.88	59	13	29	40	135	135	7.29	195	5.4	2.95	0.497	0
1/24/2018 4:14:06 PM.38	59	14	29	40	134	135	7.31	195	5.4	2.95	0.496	0
1/24/2018 4:14:05 PM.88	59	14	29	40	134	135	7.28	197	5.3	2.95	0.496	0
1/24/2018 4:14:05 PM.38	59	14	29	40	135	135	7.34	198	5.3	2.95	0.495	0
1/24/2018 4:14:04 PM.88	59	14	29	40	135	135	7.34	195	5.3	2.96	0.495	0
1/24/2018 4:14:04 PM.38	59	14	29	40	135	135	7.31	193	5.3	2.95	0.496	0
1/24/2018 4:14:03 PM.88	59	14	29	40	135	135	7.29	193	5.3	2.95	0.498	0
1/24/2018 4:14:03 PM.38	59	14	29	40	134	135	7.34	195	5.3	2.97	0.497	0
1/24/2018 4:14:02 PM.88	59	14	29	40	135	135	7.29	192	5.3	2.96	0.495	0
1/24/2018 4:14:02 PM.38	59	14	30	40	134	135	7.32	194	5.3	2.95	0.495	1
1/24/2018 4:14:01 PM.88	59	14	29	40	135	135	7.29	193	5.4	2.95	0.497	0
1/24/2018 4:14:01 PM.38	59	14	29	40	134	135	7.43	196	5.4	2.95	0.497	1
1/24/2018 4:14:00 PM.88	59	14	29	40	134	135	7.37	197	5.4	2.95	0.495	0
1/24/2018 4:14:00 PM.38	59	14	29	40	135	135	7.31	196	5.3	2.96	0.496	0
1/24/2018 4:13:59 PM.88	59	14	29	40	135	135	7.29	198	5.3	2.95	0.497	0
1/24/2018 4:13:59 PM.38	59	14	29	40	135	135	7.44	196	5.4	2.95	0.498	0
1/24/2018 4:13:58 PM.88	58	14	29	40	135	135	7.29	197	5.3	2.95	0.498	0
1/24/2018 4:13:58 PM.38	59	14	29	40	134	135	7.44	193	5.3	2.95	0.498	0
1/24/2018 4:13:57 PM.88	59	14	29	40	135	135	7.37	197	5.3	2.95	0.498	0
1/24/2018 4:13:57 PM.38	59	14	29	40	135	135	7.21	198	5.3	2.95	0.498	0
1/24/2018 4:13:56 PM.88	59	14	29	40	135	135	7.38	198	5.4	2.96	0.495	0
1/24/2018 4:13:56 PM.38	59	13	29	40	135	135	7.21	195	5.3	2.95	0.495	0
1/24/2018 4:13:55 PM.88	59	14	29	40	134	135	7.29	198	5.3	2.95	0.495	0
1/24/2018 4:13:55 PM.38	59	14	29	40	134	135	7.25	194	5.3	2.95	0.495	0
1/24/2018 4:13:54 PM.88	59	13	29	40	135	135	7.32	193	5.4	2.95	0.496	0
1/24/2018 4:13:54 PM.38	59	13	29	40	135	135	7.32	198	5.3	2.95	0.497	0
1/24/2018 4:13:53 PM.88	59	13	29	40	134	135	7.32	197	5.4	2.95	0.497	1
1/24/2018 4:13:53 PM.38	59	14	29	40	135	135	7.32	198	5.3	2.95	0.498	0
1/24/2018 4:13:52 PM.88	59	13	29	40	135	135	7.31	193	5.3	2.95	0.495	0
1/24/2018 4:13:52 PM.38	59	14	29	40	135	135	7.35	193	5.3	2.95	0.495	0
1/24/2018 4:13:51 PM.88	59	14	29	40	135	135	7.34	194	5.4	2.95	0.495	0
1/24/2018 4:13:51 PM.38	59	14	30	40	135	135	7.28	195	5.3	2.94	0.498	0
1/24/2018 4:13:50 PM.88	59	14	30	40	135	135	7.35	194	5.3	2.95	0.497	0
1/24/2018 4:13:50 PM.38	59	14	30	40	135	135	7.28	197	5.4	2.95	0.496	1
1/24/2018 4:13:49 PM.88	59	14	30	40	135	135	7.38	198	5.4	2.95	0.498	0
1/24/2018 4:13:49 PM.38	59	14	30	40	135	135	7.32	195	5.3	2.94	0.495	0
1/24/2018 4:13:48 PM.88	59	13	30	40	134	135	7.27	198	5.3	2.95	0.498	0
1/24/2018 4:13:48 PM.38	59	14	30	40	135	135	7.35	195	5.3	2.93	0.497	0
1/24/2018 4:13:47 PM.88	59	14	30	40	135	135	7.22	197	5.4	2.93	0.498	0
1/24/2018 4:13:47 PM.38	59	14	30	40	135	135	7.41	199	5.3	2.94	0.500	0
1/24/2018 4:13:46 PM.88	59	14	29	40	135	135	7.29	198	5.3	2.94	0.496	0
1/24/2018 4:13:46 PM.38	59	14	29	40	134	135	7.43	195	5.3	2.95	0.497	0
1/24/2018 4:13:45 PM.88	59	13	29	40	135	135	7.29	195	5.4	2.94	0.498	0
1/24/2018 4:13:45 PM.38	59	14	29	40	135	135	7.34	193	5.3	2.95	0.500	0
1/24/2018 4:13:44 PM.88	59	14	29	40	134	135	7.38	190	5.4	2.95	0.498	0
1/24/2018 4:13:44 PM.38	59	13	29	40	135	135	7.32	192	5.3	2.95	0.498	0
1/24/2018 4:13:43 PM.88	59	14	29	40	135	135	7.21	192	5.4	2.98	0.497	0
1/24/2018 4:13:43 PM.38	59	13	30	40	135	135	7.41	195	5.4	2.95	0.495	0
1/24/2018 4:13:42 PM.88	59	14	30	40	135	135	7.31	195	5.4	2.94	0.498	0
1/24/2018 4:13:42 PM.38	59	14	29	40	135	135	7.28	191	5.3	2.95	0.496	0
1/24/2018 4:13:41 PM.88	59	13	29	40	134	135	7.32	193	5.4	2.95	0.495	0
1/24/2018 4:13:41 PM.38	59	14	29	40	134	135	7.24	193	5.3	2.95	0.499	0
1/24/2018 4:13:40 PM.88	58	14	30	40	134	135	7.32	192	5.3	2.95	0.498	0
1/24/2018 4:13:40 PM.38	59	13	29	40	134	135	7.28	197	5.3	2.95	0.496	0
1/24/2018 4:13:39 PM.88	59	13	29	40	135	135	7.41	198	5.3	2.95	0.499	0
1/24/2018 4:13:39 PM.38	59	13	29	40	134	135	7.25	196	5.4	2.96	0.498	0
1/24/2018 4:13:38 PM.88	59	14	29	40	135	135	7.34	193	5.3	2.94	0.500	0
1/24/2018 4:13:38 PM.38	59	14	29	40	135	135	7.38	197	5.4	2.95	0.499	1
1/24/2018 4:13:37 PM.88	59	14	29	40	135	135	7.44	194	5.3	2.95	0.498	0
1/24/2018 4:13:37 PM.38	59	14	29	40	135	135	7.37	193	5.3	2.95	0.498	0
1/24/2018 4:13:36 PM.88	59	14	29	40	135	135	7.31	194	5.3	2.95	0.498	0
1/24/2018 4:13:36 PM.38	59	14	29	40	135	135	7.29	195	5.4	2.95	0.497	0
1/24/2018 4:13:35 PM.88	59	14	29	40	135	135	7.34	195	5.3	2.94	0.499	0
1/24/2018 4:13:35 PM.38	59	14	29	40	135	135	7.34	195	5.3	2.95	0.498	0
1/24/2018 4:13:34 PM.88	59	14	29	40	135	135	7.44	194	5.3	2.95	0.495	0
1/24/2018 4:13:34 PM.38	60	14	29	40	135	135	7.40	197	5.3	2.95	0.495	0
1/24/2018 4:13:33 PM.88	59	14	30	40	135	135	7.40	197	5.3	2.95	0.497	0
1/24/2018 4:13:33 PM.38	59	13	29	40	135	135	7.34	196	5.3	2.95	0.497	0
1/24/2018 4:13:32 PM.88	59	14	30	40	134	135	7.34	196	5.3	2.95	0.495	0
1/24/2018 4:13:32 PM.38	59	14	29	40	134	135	7.35	198	5.3	2.95	0.497	0
1/24/2018 4:13:31 PM.88	60	14	29	40	135	135	7.34	200	5.3	2.95	0.496	0
1/24/2018 4:13:31 PM.38	59	13	29	40	134	135	7.25	195	5.3	2.95	0.498	0
1/24/2018 4:13:30 PM.88	60	14	30	40	134	135	7.25	197	5.3	2.95	0.497	0
1/24/2018 4:13:30 PM.38	59	14	30	40	134	135	7.34	193	5.3	2.96	0.497	0
1/24/2018 4:13:29 PM.88	59	14	29	40	135	135	7.31	194	5.3	2.95	0.498	0
1/24/2018 4:13:29 PM.38	59	14	29	40	134	135	7.19	198	5.3	2.95	0.497	0
1/24/2018 4:13:28 PM.88	59	14	29	40	135	135	7.35	196	5.3	2.94	0.497	0
1/24/2018 4:13:28 PM.38	59	14	29	40	134	135	7.32	194	5.3	2.95	0.495	0
1/24/2018 4:13:27 PM.88	59	14	30	40	134	135	7.50	190	5.4	2.94	0.496	0
1/24/2018 4:13:27 PM.38	59	14	29	40	134	135	7.32	187	5.3	2.94	0.495	0
1/24/2018 4:13:26 PM.88	59	14	29	40	135	135	7.34	194	5.4	2.95	0.495	0
1/24/2018 4:13:26 PM.38	59	14	29	40	134	135	7.34	195	5.4	2.95	0.497	0
1/24/2018 4:13:25 PM.88	59	14	29	40	134	135	7.32	196	5.4	2.95	0.497	0
1/24/2018 4:13:25 PM.38	59	14	29	40	135	135	7.28	198	5.4	2.94	0.499	0
1/24/2018 4:13:24 PM.88	59	14	30	40	134	135	7.27	197	5.4	2.95	0.500	0
1/24/2018 4:13:24 PM.38	59	13	30	40	134	135	7.34	199	5.3	2.95	0.495	0
1/24/2018 4:13:23 PM.88	59	14	30	40	135	135	7.31	196	5.3	2.95	0.495	0
1/24/2018 4:13:23 PM.38	59	13	29	40	134	135	7.25	195	5.3	2.95	0.497	0
1/24/2018 4:13:22 PM.88	59	14	29	40	135	135	7.28	195	5.3	2.95	0.497	0
1/24/2018 4:13:22 PM.38	59	14	30	40	134	135	7.25	192	5.3	2.95	0.498	0
1/24/2018 4:13:21 PM.88	59	14	29	40	134	135	7.35	192	5.4	2.95	0.498	0
1/24/2018 4:13:21 PM.38	59	14	29	40	135	135	7.38	193	5.4	2.94	0.500	0
1/24/2018 4:13:20 PM.88	59	14	29	40	135	135	7.43	192	5.3	2.96	0.500	0
1/24/2018 4:13:20 PM.38	59	14	29	40	134	135	7.29	195	5.3	2.95	0.497	0
1/24/2018 4:13:19 PM.88	59	14	29	40	134	135	7.34	192	5.3	2.95	0.495	0
1/24/2018 4:13:19 PM.38	59	14	29	40	135	135	7.37	193	5.4	2.95	0.498	0
1/24/2018 4:13:18 PM.88	59	14	30	40	135	135	7.24	195	5.3	2.95	0.498	0
1/24/2018 4:13:18 PM.38	59	14	29	40	135	135	7.34	199	5.3	2.95	0.498	0
1/24/2018 4:13:17 PM.88	59	14	29	40	135	135	7.34	195	5.4	2.96	0.495	0
1/24/2018 4:13:17 PM.38	59	14	29	40	135	135	7.32	193	5.3	2.95	0.495	0
1/24/2018 4:13:16 PM.88	59	14	30	40	135	135	7.32	193	5.3	2.95	0.495	0
1/24/2018 4:13:16 PM.38	59	13	29	40	135	135	7.28	195	5.3	2.97	0.495	0
1/24/2018 4:13:15 PM.88	59	13	29	40	135	135	7.31	196	5.4	2.95	0.495	0
1/24/2018 4:13:15 PM.38	59	14	29	40	135	135	7.25	193	5.4	2.95	0.495	0
1/24/2018 4:13:14 PM.88	59	14	29	40	135	135	7.27	197	5.3	2.95	0.497	0
1/24/2018 4:13:14 PM.38	59	14	29	40	135	135	7.25	194	5.3	2.96	0.498	0
1/24/2018 4:13:13 PM.88	59	14	29	40	135	135	7.27	195	5.3	2.95	0.498	0
1/24/2018 4:13:13 PM.38	59	13	29	40	135	135	7.37	196	5.3	2.97	0.498	0
1/24/2018 4:13:12 PM.88	59	14	29	40	135	135	7.41	198	5.4	2.97	0.497	0
1/24/2018 4:13:12 PM.38	59	14	29	40	135	135	7.38	197	5.3	2.97	0.495	0
1/24/2018 4:13:11 PM.88	59	13	29	40	135	135	7.41	196	5.3	2.96	0.497	0
1/24/2018 4:13:11 PM.38	59	13	29	40	135	135	7.29	200	5.3	2.97	0.495	0
1/24/2018 4:13:10 PM.88	59	14	29	40	135	135	7.25	198	5.3	2.95	0.497	0
1/24/2018 4:13:10 PM.38	59	14	29	40	135	135	7.35	193	5.3	2.98	0.497	0
1/24/2018 4:13:09 PM.88	59	14	29	40	135	135	7.29	195	5.3	2.95	0.497	0
1/24/2018 4:13:09 PM.38	59	14	29	40	135	135	7.22	195	5.3	2.96	0.497	0
1/24/2018 4:13:08 PM.88	59	14	29	40	135	135	7.31	196	5.3	2.96	0.495	0
1/24/2018 4:13:08 PM.38	59	14	29	40	135	135	7.21	195	5.3	2.96	0.497	0
1/24/2018 4:13:07 PM.88	59	13	30	40	135	135	7.35	197	5.3	2.96	0.495	0
1/24/2018 4:13:07 PM.38	59	14	30	40	135	135	7.31	197	5.3	2.95	0.495	0
1/24/2018 4:13:06 PM.88	59	14	29	40	135	135	7.34	198	5.3	2.95	0.495	0
1/24/2018 4:13:06 PM.38	59	14	29	40	135	135	7.34	195	5.3	2.95	0.495	0
1/24/2018 4:13:05 PM.88	59	14	29	40	134	135	7.32	198	5.3	2.96	0.495	0
1/24/2018 4:13:05 PM.38	59	14	29	40	135	135	7.32	194	5.3	2.95	0.495	0
1/24/2018 4:13:04 PM.88	59	13	30	40	135	135	7.37	193	5.3	2.95	0.495	0
1/24/2018 4:13:04 PM.38	59	14	29	40	135	135	7.31	196	5.3	2.95	0.495	0
1/24/2018 4:13:03 PM.88	59	13	30	40	135	135	7.24	193	5.3	2.95	0.498	0
1/24/2018 4:13:03 PM.38	59	13	29	40	135	135	7.41	194	5.3	2.94	0.500	0
1/24/2018 4:13:02 PM.88	59	13	29	40	135	135	7.43	195	5.3	2.96	0.496	0
1/24/2018 4:13:02 PM.38	59	13	29	40	135	135	7.29	198	5.3	2.95	0.495	0
1/24/2018 4:13:01 PM.88	60	14	29	40	135	135	7.38	195	5.3	2.95	0.495	0
1/24/2018 4:13:01 PM.38	59	14	29	40	134	135	7.31	198	5.3	2.95	0.497	0
1/24/2018 4:13:00 PM.88	59	14	29	40	135	135	7.34	198	5.3	2.95	0.497	0
1/24/2018 4:13:00 PM.38	59	14	30	40	134	135	7.34	195	5.3	2.95	0.496	0
1/24/2018 4:12:59 PM.88	59	14	29	40	135	135	7.25	195	5.3	2.96	0.495	0
1/24/2018 4:12:59 PM.38	59	14	29	40	135	135	7.29	190	5.4	2.95	0.495	0
1/24/2018 4:12:58 PM.88	59	14	29	40	135	135	7.22	190	5.3	2.94	0.498	0
1/24/2018 4:12:58 PM.38	59	14	29	40	135	135	7.29	191	5.3	2.95	0.498	0
1/24/2018 4:12:57 PM.88	59	14	29	40	134	135	7.31	192	5.3	2.95	0.497	0
1/24/2018 4:12:57 PM.38	59	13	29	40	134	135	7.25	195	5.4	2.95	0.497	0
1/24/2018 4:12:56 PM.88	59	13	29	40	135	135	7.25	195	5.3	2.95	0.497	0
1/24/2018 4:12:56 PM.38	59	14	29	40	135	135	7.34	197	5.3	2.94	0.499	0
1/24/2018 4:12:55 PM.88	59	14	30	40	135	135	7.31	196	5.3	2.94	0.497	0
1/24/2018 4:12:55 PM.38	59	13	29	40	134	135	7.35	197	5.3	2.94	0.495	0
1/24/2018 4:12:54 PM.88	59	13	29	40	134	135	7.38	198	5.3	2.94	0.497	0
1/24/2018 4:12:54 PM.38	59	13	29	40	134	135	7.32	198	5.3	2.93	0.500	0
1/24/2018 4:12:53 PM.88	59	13	29	40	135	135	7.34	196	5.3	2.95	0.497	0
1/24/2018 4:12:53 PM.38	59	14	29	40	135	135	7.49	196	5.3	2.94	0.498	0
1/24/2018 4:12:52 PM.88	59	14	30	40	134	135	7.49	199	5.3	2.95	0.498	0
1/24/2018 4:12:52 PM.38	59	14	29	40	135	135	7.49	196	5.3	2.95	0.498	0
1/24/2018 4:12:51 PM.88	59	14	29	40	135	135	7.71	198	5.4	2.95	0.496	0
1/24/2018 4:12:51 PM.38	59	14	29	40	135	135	7.76	196	5.3	2.95	0.496	0
1/24/2018 4:12:50 PM.88	59	14	29	40	134	135	7.78	197	5.3	2.95	0.497	0
1/24/2018 4:12:50 PM.38	59	13	29	40	135	135	7.90	196	5.3	2.95	0.497	0
1/24/2018 4:12:49 PM.88	59	14	29	40	135	135	7.87	199	5.3	2.95	0.497	0
1/24/2018 4:12:49 PM.38	59	14	30	40	135	135	7.92	195	5.3	2.95	0.498	0
1/24/2018 4:12:48 PM.88	59	14	30	40	135	135	7.81	190	5.3	2.95	0.498	0
1/24/2018 4:12:48 PM.38	59	14	29	40	135	135	8.01	191	5.3	2.94	0.498	0
1/24/2018 4:12:47 PM.88	59	14	29	40	134	135	7.87	194	5.3	2.94	0.497	0
1/24/2018 4:12:47 PM.38	59	14	29	40	134	135	7.88	193	5.3	2.94	0.497	0
1/24/2018 4:12:46 PM.88	60	14	29	40	134	135	7.79	193	5.3	2.95	0.499	0
1/24/2018 4:12:46 PM.38	59	13	29	40	135	135	7.90	197	5.3	2.95	0.497	0
1/24/2018 4:12:45 PM.88	59	13	29	40	135	135	7.72	196	5.4	2.95	0.498	0
1/24/2018 4:12:45 PM.38	59	14	29	40	135	135	7.92	197	5.3	2.95	0.498	0
1/24/2018 4:12:44 PM.88	59	14	29	40	134	135	7.84	194	5.4	2.94	0.498	0
1/24/2018 4:12:44 PM.38	59	14	30	40	134	135	7.94	197	5.3	2.95	0.496	0
1/24/2018 4:12:43 PM.88	59	14	29	40	134	135	7.91	199	5.3	2.95	0.497	0
1/24/2018 4:12:43 PM.38	59	14	29	40	135	135	7.69	198	5.4	2.94	0.497	0
1/24/2018 4:12:42 PM.88	59	14	29	40	135	135	7.90	191	5.3	2.94	0.497	0
1/24/2018 4:12:42 PM.38	60	14	29	40	135	135	7.88	191	5.4	2.95	0.497	0
1/24/2018 4:12:41 PM.88	59	14	29	40	134	135	7.78	196	5.4	2.95	0.496	0
1/24/2018 4:12:41 PM.38	59	14	29	40	135	135	7.82	197	5.3	2.95	0.496	0
1/24/2018 4:12:40 PM.88	59	14	29	40	135	135	7.88	198	5.3	2.95	0.498	0
1/24/2018 4:12:40 PM.38	59	13	29	40	135	135	7.85	199	5.3	2.95	0.498	0
1/24/2018 4:12:39 PM.88	59	14	29	40	134	135	7.82	200	5.3	2.96	0.498	0
1/24/2018 4:12:39 PM.38	59	14	29	40	135	135	7.88	199	5.3	2.94	0.496	0
1/24/2018 4:12:38 PM.88	59	14	29	40	135	135	7.88	196	5.3	2.93	0.496	0
1/24/2018 4:12:38 PM.38	59	14	29	40	134	135	7.88	195	5.3	2.94	0.496	0
1/24/2018 4:12:37 PM.88	60	14	29	40	134	135	7.92	197	5.3	2.93	0.497	0
1/24/2018 4:12:37 PM.38	59	13	29	40	135	135	7.84	195	5.4	2.94	0.495	0
1/24/2018 4:12:36 PM.88	59	14	29	40	134	135	7.85	193	5.3	2.95	0.497	0
1/24/2018 4:12:36 PM.38	59	14	29	40	135	135	7.92	195	5.3	2.93	0.495	0
1/24/2018 4:12:35 PM.88	59	14	29	40	134	135	7.87	195	5.3	2.94	0.498	0
1/24/2018 4:12:35 PM.38	59	14	29	40	134	135	7.94	195	5.3	2.95	0.498	0
1/24/2018 4:12:34 PM.88	59	14	29	40	135	135	8.00	193	5.3	2.94	0.498	0
1/24/2018 4:12:34 PM.38	59	14	29	40	135	135	7.95	194	5.4	2.94	0.500	0
1/24/2018 4:12:33 PM.88	59	14	29	40	134	135	7.90	193	5.4	2.95	0.495	0
1/24/2018 4:12:33 PM.38	59	14	30	40	135	135	7.94	195	5.3	2.93	0.498	0
1/24/2018 4:12:32 PM.88	59	13	29	40	134	135	7.91	197	5.3	2.93	0.499	0
1/24/2018 4:12:32 PM.38	59	13	29	40	134	135	7.87	197	5.3	2.94	0.498	0
1/24/2018 4:12:31 PM.88	59	14	29	40	135	135	7.81	195	5.4	2.95	0.498	0
1/24/2018 4:12:31 PM.38	59	14	30	40	134	135	7.88	198	5.3	2.95	0.500	0
1/24/2018 4:12:30 PM.88	59	14	29	40	135	135	7.84	194	5.3	2.94	0.498	0
1/24/2018 4:12:30 PM.38	59	14	29	40	135	135	7.85	196	5.3	2.95	0.499	0
1/24/2018 4:12:29 PM.88	59	14	30	40	134	135	7.75	193	5.3	2.95	0.498	0
1/24/2018 4:12:29 PM.38	59	14	29	40	134	135	7.79	197	5.3	2.94	0.500	0
1/24/2018 4:12:28 PM.88	59	14	29	40	135	135	7.82	196	5.3	2.94	0.498	0
1/24/2018 4:12:28 PM.38	59	14	29	40	134	135	7.88	191	5.3	2.95	0.502	0
1/24/2018 4:12:27 PM.88	59	13	29	40	135	135	7.85	189	5.3	2.94	0.501	0
1/24/2018 4:12:27 PM.38	59	14	29	40	135	135	7.76	194	5.4	2.95	0.499	0
1/24/2018 4:12:26 PM.88	59	14	29	40	135	135	7.95	195	5.4	2.95	0.498	0
